Line,Station Name,Latitude,Longitude
Northern,Clapham North,51.4650932,-0.1295309
Northern,Clapham South,51.4527773,-0.1487892
Northern,Colindale,51.5896908,-0.2491029
Northern,Colliers Wood,51.41704439999999,-0.1778555
Northern,East Finchley,51.592468,-0.1664342
Northern,Edgware,51.61548819999999,-0.2609598
Northern,Elephant & Castle,51.5048541,-0.1136621
Northern,Embankment,51.5032466,-0.112293
Northern,Euston,51.5280408,-0.1333271
Northern,Finchley Central,51.5971434,-0.1979547
Northern,Golders Green,51.5740013,-0.1987725
Northern,Goodge Street,51.5206203,-0.1344842
Northern,Hampstead,51.5556461,-0.1761749
Northern,Hendon Central,51.5833094,-0.226453
Northern,High Barnet,51.6569225,-0.1949252
Northern,Highgate,51.5717195,-0.149989
Northern,Kennington,51.4879753,-0.1119362
Northern,Kentish Town,51.5503953,-0.1405159
Northern,King's Cross St. Pancras,51.53066279999999,-0.1231666
Northern,Leicester Square,51.510359,-0.1300625
Northern,London Bridge,51.5042625,-0.0848024
Northern,Mill Hill East,51.6078622,-0.2082474
Northern,Moorgate,51.5170917,-0.088764
Northern,Morden,51.4022497,-0.1947067
Northern,Mornington Crescent,51.5343501,-0.1388961
Northern,Old Street,51.5256719,-0.0874922
Northern,Oval,51.4841476,-0.1170091
Northern,South Wimbledon,51.41570919999999,-0.192514
Northern,Stockwell,51.472046,-0.1230034
Northern,Tooting Bec,51.436753,-0.1618404
Northern,Tooting Broadway,51.4279271,-0.1679343
Northern,Tottenham Court Road,51.5203145,-0.1340121
Northern,Totteridge & Whetstone,51.630241,-0.179144
Northern,Tufnell Park,51.55633479999999,-0.1374941
Northern,Warren Street,51.5246192,-0.1381671
Northern,Waterloo,51.5032466,-0.112293
Northern,West Finchley,51.6095641,-0.18844
Northern,Woodside Park,51.6162352,-0.1874339
Piccadilly,Acton Town,51.50837199999999,-0.27444
Piccadilly,Alperton,51.5098597,-0.1342809
Piccadilly,Arnos Grove,51.619799,-0.1296871
Piccadilly,Arsenal,51.5098597,-0.1342809
Piccadilly,Barons Court,51.4903156,-0.2135906
Piccadilly,Boston Manor,51.5098597,-0.1342809
Piccadilly,Bounds Green,51.5098597,-0.1342809
Piccadilly,Caledonian Road,51.5436589,-0.1175406
Piccadilly,Cockfosters,51.647851,-0.151255
Piccadilly,Covent Garden,51.5098597,-0.1342809
Piccadilly,Ealing Common,51.51027149999999,-0.2877267
Piccadilly,Earl's Court,51.490331,-0.1958417
Piccadilly,Eastcote,51.57726719999999,-0.3981245
Piccadilly,Finsbury Park,51.56457839999999,-0.1047257
Piccadilly,Gloucester Road,51.495262,-0.1829172
Piccadilly,Green Park,51.5069327,-0.1428838
Piccadilly,Hammersmith,51.491187,-0.223731
Piccadilly,Hatton Cross,51.466743,-0.423171
Piccadilly,Heathrow Terminal 4,51.459438,-0.446682
